0.03380774,-0.1119246,-9.492839,-0.01811783,-0.007933972,0.00108462,0.44,343.1511,-342.7398,342.679,-343.1809,-4.314912e-05,-2.155978e-06,-5.859605e-07,-0.2241752,-0.2239066,-0.2238669,-0.2241948,3
-0.116923,-0.2516088,-14.08014,-0.01626439,-0.009036171,-2.253521e-05,0.44,343.1658,-342.7636,342.7444,-343.0771,-8.572148e-05,-4.66751e-06,-7.195287e-08,-0.2241849,-0.2239221,-0.2239096,-0.2241269,3
0.2278518,0.06658247,-13.6298,-0.001398624,-0.006301781,0.002519945,0.44,342.7843,-343.0482,343.2423,-342.6761,-3.978437e-05,7.097584e-06,5.953166e-07,-0.2239357,-0.224108,-0.2242348,-0.2238649,3
-0.01241248,-0.1549659,-13.94356,-0.01338773,-0.008493884,0.0007364343,0.44,342.9203,-342.9902,342.6772,-343.1631,-2.933956e-05,-3.695264e-06,1.939864e-06,-0.2240245,-0.2240702,-0.2238657,-0.2241831,3
0.2153529,0.05554529,-13.64612,-0.005392692,-0.006429402,0.002402179,0.44,343.3424,-342.4919,343.5945,-342.3221,-1.622982e-05,1.885927e-05,1.331009e-05,-0.2243003,-0.2237446,-0.2244649,-0.2236337,3
-0.2692656,-0.3920449,-14.279,-0.01437273,-0.01082644,-0.001318297,0.44,342.5897,-343.402,342.2175,-343.5417,-9.895991e-06,-7.291536e-06,6.247995e-06,-0.2238085,-0.2243392,-0.2235653,-0.2244304,3
-0.00664972,-0.1494365,-13.93613,-0.003170964,-0.008061329,0.0007019189,0.44,342.5459,-343.3534,342.8579,-342.9937,3.68771e-05,-2.001113e-05,-1.384986e-05,-0.2237799,-0.2243074,-0.2239837,-0.2240724,3
0.1929232,0.03534089,-13.67552,-0.00477633,-0.006139631,0.002422051,0.44,342.4323,-343.4028,342.7156,-343.2002,-1.647138e-05,-2.873914e-05,-3.146928e-05,-0.2237057,-0.2243397,-0.2238908,-0.2242074,3
0.1040815,-0.04728287,-13.79163,-0.01628275,-0.006543489,0.001986572,0.44,343.4597,-342.3858,343.1299,-342.7756,-3.478419e-05,-1.285454e-05,-2.011453e-05,-0.2243769,-0.2236753,-0.2241614,-0.2239299,3
-0.02050789,-0.1625075,-13.95428,-0.004324166,-0.007937016,0.0009391764,0.44,342.8223,-343.0698,343.0795,-342.7793,2.613634e-05,-6.715047e-06,-1.472972e-05,-0.2239605,-0.2241222,-0.2241285,-0.2239324,3
0.1055146,-0.04547868,-13.78963,-0.005377501,-0.007130627,0.001811934,0.44,342.7262,-343.1382,342.952,-342.9345,1.661451e-06,-6.827443e-06,-1.617073e-05,-0.2238977,-0.2241668,-0.2240452,-0.2240338,3
0.515018,0.3326992,-13.25471,-0.007238535,-0.003956298,0.004861916,0.44,343.0664,-342.6848,343.3133,-342.6865,2.92225e-05,1.002528e-05,-1.021405e-05,-0.2241199,-0.2238706,-0.2242812,-0.2238717,3
0.1275128,-0.02505068,-13.76078,-0.01215206,-0.007426535,0.001931559,0.44,342.988,-342.8845,342.8476,-343.0309,-2.797599e-05,2.490689e-06,-3.66904e-06,-0.2240687,-0.2240011,-0.223977,-0.2240967,3
0.1176398,-0.0347268,-13.77373,-0.002017721,-0.007293919,0.001780973,0.44,343.2554,-342.6081,343.662,-342.2255,2.894311e-05,2.207667e-05,1.159151e-05,-0.2242434,-0.2238205,-0.224509,-0.2235706,3
0.3578472,0.1878448,-13.45982,-0.01433406,-0.006016493,0.003372234,0.44,342.7556,-343.0641,342.5679,-343.3632,5.078334e-05,2.060612e-05,1.033712e-05,-0.2239169,-0.2241185,-0.2237943,-0.2243139,3
-0.01587293,-0.1572994,-13.948,-0.01675338,-0.008880557,0.0006193716,0.44,343.2745,-342.6469,342.857,-342.9724,3.80564e-05,6.912561e-06,1.599943e-05,-0.2242559,-0.2238459,-0.2239831,-0.2240585,3
-0.002324246,-0.1449565,-13.93039,-0.02203346,-0.008401455,0.0006456265,0.44,343.2242,-342.6819,342.5339,-343.3108,-3.669821e-05,1.543334e-06,4.470141e-06,-0.224223,-0.2238688,-0.2237721,-0.2242796,3
0.272672,0.108453,-13.57121,-0.005539396,-0.006130807,0.002814573,0.44,342.7837,-343.0419,343.0356,-342.8896,-2.347151e-05,1.172377e-05,7.410523e-06,-0.2239352,-0.2241039,-0.2240999,-0.2240044,3
0.2101619,0.05085823,-13.6528,-0.01278576,-0.006910334,0.002314596,0.44,343.275,-342.5761,343.1292,-342.7706,6.970207e-06,1.749705e-05,2.114916e-05,-0.2242562,-0.2237996,-0.2241609,-0.2239267,3
0.07773577,-0.07120633,-13.82574,-0.01795705,-0.00811379,0.001164311,0.44,342.9724,-342.9236,342.5074,-343.3474,-2.073557e-05,2.34204e-06,1.1465e-05,-0.2240586,-0.2240267,-0.2237548,-0.2243035,3
0.102855,-0.0483145,-13.79302,-0.009666408,-0.007496541,0.001460384,0.44,342.9221,-342.9528,342.9156,-342.9603,1.031838e-05,1.408855e-06,7.34905e-06,-0.2240257,-0.2240457,-0.2240214,-0.2240506,3
0.321211,0.1537348,-13.5078,-0.008584521,-0.005785389,0.003120982,0.44,343.0326,-342.7804,343.1398,-342.798,-1.591788e-05,1.426261e-05,1.372426e-05,-0.2240979,-0.2239331,-0.2241679,-0.2239446,3
